Study_Sample	Species	Downsampling	Companion_Sample	Grouping_Sites	Non_Grouping_Sites	Ratio	Z_Score	P_Val	Significant_Bonferroni	Match
CarCat_2	CarCat	0.25X	CarCor	40	49311	0.08105205568276225	-0.7272727272727272	0.23352945085758672	No	FALSE
CarCat_2	CarCat	0.25X	CarIll	45	49306	0.09118356264310754	-0.4242424242424241	0.33569451200559874	No	FALSE
CarCat_2	CarCat	0.25X	CarAqu	59	49292	0.11955178213207433	0.4242424242424247	0.3356945120055985	No	FALSE
CarCat_2	CarCat	0.25X	CarMyr	59	49292	0.11955178213207433	0.4242424242424247	0.3356945120055985	No	FALSE
CarCat_2	CarCat	0.5X	CarAqu	79	90976	0.08676074899785843	-0.6499999999999997	0.25784611080586484	No	FALSE
CarCat_2	CarCat	0.25X	CarPalm	79	49272	0.16007780997345544	1.6363636363636371	0.05088175247562876	No	FALSE
CarCat_2	CarCat	0.5X	CarCor	82	90973	0.0900554609851189	-0.3499999999999993	0.3631693488243812	No	FALSE
CarCat_2	CarCat	0.5X	CarMyr	89	90966	0.09774312228872659	0.3499999999999993	0.3631693488243812	No	FALSE
CarCat_2	CarCat	0.5X	CarPalm	95	90960	0.10433254626324749	0.9500000000000001	0.17105612630848177	No	FALSE
CarCat_2	CarCat	0.5X	CarIll	96	90959	0.1054307835923343	1.0499999999999998	0.14685905637589597	No	FALSE
CarCat_2	CarCat	0.01X	CarCat	2088	14	99.33396764985729	2086	0	Yes	TRUE
CarCat_2	CarCat	0.025X	CarCat	5288	31	99.41718368114307	2641.25	0	Yes	TRUE
CarCat_2	CarCat	0.05X	CarCat	10483	65	99.38376943496398	3491.0000000000005	0	Yes	TRUE
CarCat_2	CarCat	0.1X	CarCat	20209	140	99.31200550395597	5768.000000000003	0	Yes	TRUE
CarCat_2	CarCat	0.25X	CarCat	49012	339	99.3130838280886	2967.272727272728	0	Yes	TRUE
CarCat_2	CarCat	0.5X	CarCat	90537	518	99.43111306353303	9045.149999999992	0	Yes	TRUE
CarCor_2	CarCor	0.025X	CarAqu	0	992	0	-1.7999999999999998	0.03593031911292582	No	FALSE
CarCor_2	CarCor	0.01X	CarIll	0	399	0	-1.6666666666666667	0.0477903522728147	No	FALSE
CarCor_2	CarCor	0.01X	CarLac	1	398	0.2506265664160401	-1	0.15865525393145705	No	FALSE
CarCor_2	CarCor	0.01X	CarOva	1	398	0.2506265664160401	-1	0.15865525393145705	No	FALSE
CarCor_2	CarCor	0.025X	CarLac	2	990	0.20161290322580644	-0.9999999999999998	0.15865525393145716	No	FALSE
CarCor_2	CarCor	0.01X	CarAqu	2	397	0.5012531328320802	-0.3333333333333333	0.36944134018176367	No	FALSE
CarCor_2	CarCor	0.025X	CarOva	3	989	0.3024193548387097	-0.5999999999999999	0.27425311775007366	No	FALSE
CarCor_2	CarCor	0.01X	CarPalm	3	396	0.7518796992481203	0.3333333333333333	0.36944134018176367	No	FALSE
CarCor_2	CarCor	0.025X	CarIll	4	988	0.4032258064516129	-0.19999999999999982	0.42074029056089707	No	FALSE
CarCor_2	CarCor	0.01X	CarMyr	4	395	1.0025062656641603	1	0.15865525393145705	No	FALSE
CarCor_2	CarCor	0.05X	CarLac	4	1982	0.2014098690835851	-1.4666666666666668	0.0712333774139861	No	FALSE
CarCor_2	CarCor	0.025X	CarMyr	5	987	0.5040322580645161	0.20000000000000018	0.4207402905608969	No	FALSE
CarCor_2	CarCor	0.025X	CarPalm	7	985	0.7056451612903225	1.0000000000000002	0.158655253931457	No	FALSE
CarCor_2	CarCor	0.01X	CarCat	7	392	1.7543859649122806	3	0.0013498980316300946	Yes	FALSE
CarCor_2	CarCor	0.05X	CarOva	7	1979	0.35246727089627394	-1.0666666666666667	0.14306119219550906	No	FALSE
CarCor_2	CarCor	0.1X	CarLac	8	3754	0.21265284423179162	-1.1428571428571428	0.1265489544735578	No	FALSE
CarCor_2	CarCor	0.05X	CarAqu	8	1978	0.4028197381671702	-0.9333333333333333	0.1753239448522295	No	FALSE
CarCor_2	CarCor	0.1X	CarAqu	10	3752	0.2658160552897395	-0.8571428571428572	0.195682969153776	No	FALSE
CarCor_2	CarCor	0.05X	CarIll	13	1973	0.6545820745216516	-0.26666666666666666	0.39486291046402516	No	FALSE
CarCor_2	CarCor	0.1X	CarIll	14	3748	0.3721424774056353	-0.28571428571428586	0.38754848109799234	No	FALSE
CarCor_2	CarCor	0.1X	CarMyr	16	3746	0.42530568846358324	0	0.5	No	FALSE
CarCor_2	CarCor	0.1X	CarOva	16	3746	0.42530568846358324	0	0.5	No	FALSE
CarCor_2	CarCor	0.05X	CarMyr	17	1969	0.8559919436052367	0.26666666666666666	0.39486291046402516	No	FALSE
CarCor_2	CarCor	0.05X	CarPalm	22	1964	1.1077542799597182	0.9333333333333333	0.1753239448522295	No	FALSE
CarCor_2	CarCor	0.025X	CarCat	23	969	2.318548387096774	7.4	6.809224890620017e-14	Yes	FALSE
CarCor_2	CarCor	0.1X	CarPalm	25	3737	0.6645401382243488	1.2857142857142854	0.09927139684333108	No	FALSE
CarCor_2	CarCor	0.25X	CarLac	28	8941	0.31218641989073476	-1.4375000000000004	0.07528798641242336	No	FALSE
CarCor_2	CarCor	0.25X	CarOva	38	8931	0.42368156985171146	-1.0208333333333337	0.15366670439601812	No	FALSE
CarCor_2	CarCor	0.25X	CarIll	50	8919	0.5574757498048835	-0.5208333333333337	0.30124144006643977	No	FALSE
CarCor_2	CarCor	0.5X	CarLac	51	16925	0.30042412818096137	-1.4482758620689653	0.07376995776615707	No	FALSE
CarCor_2	CarCor	0.25X	CarAqu	58	8911	0.6466718697736649	-0.18750000000000008	0.4256343118441028	No	FALSE
CarCor_2	CarCor	0.05X	CarCat	66	1920	3.3232628398791544	6.8	5.230957544144594e-12	Yes	FALSE
CarCor_2	CarCor	0.25X	CarMyr	67	8902	0.7470175047385439	0.18749999999999978	0.4256343118441029	No	FALSE
CarCor_2	CarCor	0.1X	CarCat	77	3685	2.046783625730994	8.714285714285714	1.4629879695751476e-18	Yes	FALSE
CarCor_2	CarCor	0.5X	CarIll	77	16899	0.4535815268614515	-0.850574712643678	0.19750282071850764	No	FALSE
CarCor_2	CarCor	0.5X	CarOva	78	16898	0.4594721960414703	-0.8275862068965516	0.2039524411548099	No	FALSE
CarCor_2	CarCor	0.25X	CarPalm	86	8883	0.9588582896643996	0.9791666666666664	0.16374881788599735	No	FALSE
CarCor_2	CarCor	0.5X	CarMyr	104	16872	0.6126295947219604	-0.2298850574712642	0.4090905439062963	No	FALSE
CarCor_2	CarCor	0.5X	CarAqu	124	16852	0.7304429783223374	0.22988505747126453	0.4090905439062962	No	FALSE
CarCor_2	CarCor	0.5X	CarPalm	164	16812	0.9660697455230914	1.149425287356322	0.12519032892796914	No	FALSE
CarCor_2	CarCor	0.25X	CarCat	185	8784	2.062660274278069	5.104166666666667	1.6612767855465656e-7	Yes	FALSE
CarCor_2	CarCor	0.5X	CarCat	317	16659	1.8673421300659756	4.666666666666667	1.5306267365310645e-6	Yes	FALSE
CarCor_2	CarCor	0.01X	CarCor	381	18	95.48872180451127	252.33333333333334	0	Yes	TRUE
CarCor_2	CarCor	0.025X	CarCor	948	44	95.56451612903226	377.40000000000003	0	Yes	TRUE
CarCor_2	CarCor	0.05X	CarCor	1849	137	93.10171198388721	244.53333333333333	0	Yes	TRUE
CarCor_2	CarCor	0.1X	CarCor	3596	166	95.58745348219033	511.42857142857133	0	Yes	TRUE
CarCor_2	CarCor	0.25X	CarCor	8457	512	94.29144832199799	349.77083333333337	0	Yes	TRUE
CarCor_2	CarCor	0.5X	CarCor	16061	915	94.61003770028276	366.5977011494253	0	Yes	TRUE
CarCor_3	CarCor	0.01X	CarLac	0	417	0	-1.75	0.0400591568638171	No	FALSE
CarCor_3	CarCor	0.01X	CarIll	1	416	0.2398081534772182	-1.25	0.10564977366685524	No	FALSE
CarCor_3	CarCor	0.01X	CarOva	2	415	0.4796163069544364	-0.7500000000000001	0.22662735237686812	No	FALSE
CarCor_3	CarCor	0.025X	CarIll	2	955	0.20898641588296762	-1.2500000000000002	0.10564977366685524	No	FALSE
CarCor_3	CarCor	0.01X	CarMyr	3	414	0.7194244604316548	-0.24999999999999992	0.4012936743170763	No	FALSE
CarCor_3	CarCor	0.01X	CarPalm	4	413	0.9592326139088728	0.24999999999999992	0.4012936743170763	No	FALSE
CarCor_3	CarCor	0.025X	CarLac	4	953	0.41797283176593525	-0.75	0.22662735237686824	No	FALSE
CarCor_3	CarCor	0.025X	CarOva	4	953	0.41797283176593525	-0.75	0.22662735237686824	No	FALSE
CarCor_3	CarCor	0.01X	CarAqu	5	412	1.1990407673860912	0.7500000000000001	0.22662735237686812	No	FALSE
CarCor_3	CarCor	0.05X	CarLac	6	1892	0.31612223393045313	-2.4285714285714284	0.007579219438719732	No	FALSE
CarCor_3	CarCor	0.025X	CarAqu	7	950	0.7314524555903866	0	0.5	No	FALSE
CarCor_3	CarCor	0.025X	CarPalm	7	950	0.7314524555903866	0	0.5	No	FALSE
CarCor_3	CarCor	0.05X	CarOva	9	1889	0.4741833508956797	-1.5714285714285712	0.058041566869327536	No	FALSE
CarCor_3	CarCor	0.01X	CarCat	11	406	2.6378896882494005	3.75	8.841728520080388e-5	Yes	FALSE
CarCor_3	CarCor	0.025X	CarMyr	12	945	1.2539184952978055	1.25	0.10564977366685524	No	FALSE
CarCor_3	CarCor	0.05X	CarPalm	13	1885	0.684931506849315	-0.4285714285714289	0.3341175708976246	No	FALSE
CarCor_3	CarCor	0.05X	CarIll	14	1884	0.7376185458377239	-0.14285714285714296	0.4432015031835318	No	FALSE
CarCor_3	CarCor	0.1X	CarOva	15	3869	0.3861997940267765	-1.0499999999999998	0.14685905637589597	No	FALSE
CarCor_3	CarCor	0.05X	CarAqu	15	1883	0.7903055848261329	0.14285714285714296	0.4432015031835318	No	FALSE
CarCor_3	CarCor	0.1X	CarAqu	16	3868	0.4119464469618949	-0.9500000000000001	0.17105612630848177	No	FALSE
CarCor_3	CarCor	0.05X	CarMyr	16	1882	0.8429926238145415	0.42857142857142794	0.33411757089762495	No	FALSE
CarCor_3	CarCor	0.1X	CarIll	19	3865	0.48918640576725025	-0.6500000000000001	0.25784611080586467	No	FALSE
CarCor_3	CarCor	0.1X	CarMyr	23	3861	0.592173017507724	-0.25	0.4012936743170763	No	FALSE
CarCor_3	CarCor	0.1X	CarLac	28	3856	0.7209062821833162	0.25	0.4012936743170763	No	FALSE
CarCor_3	CarCor	0.05X	CarCat	30	1868	1.5806111696522658	4.428571428571428	4.74296519613438e-6	Yes	FALSE
CarCor_3	CarCor	0.25X	CarOva	31	9153	0.33754355400696867	-1.2291666666666665	0.10950466191521631	No	FALSE
CarCor_3	CarCor	0.025X	CarCat	34	923	3.5527690700104495	6.750000000000001	7.392257778017778e-12	Yes	FALSE
CarCor_3	CarCor	0.1X	CarPalm	36	3848	0.9268795056642637	1.0499999999999998	0.14685905637589597	No	FALSE
CarCor_3	CarCor	0.25X	CarLac	42	9142	0.45731707317073167	-0.7708333333333334	0.22040286335635942	No	FALSE
CarCor_3	CarCor	0.25X	CarAqu	56	9128	0.6097560975609756	-0.1874999999999998	0.4256343118441029	No	FALSE
CarCor_3	CarCor	0.25X	CarIll	57	9127	0.6206445993031359	-0.14583333333333315	0.4420264805023392	No	FALSE
CarCor_3	CarCor	0.25X	CarMyr	64	9120	0.6968641114982579	0.14583333333333348	0.4420264805023391	No	FALSE
CarCor_3	CarCor	0.5X	CarOva	66	17566	0.37431941923774953	-1.1874999999999998	0.1175152282932142	No	FALSE
CarCor_3	CarCor	0.1X	CarCat	71	3813	1.8280123583934087	4.549999999999999	2.6822957796388676e-6	Yes	FALSE
CarCor_3	CarCor	0.5X	CarLac	76	17556	0.43103448275862066	-0.9791666666666665	0.1637488178859973	No	FALSE
CarCor_3	CarCor	0.5X	CarAqu	88	17544	0.49909255898366606	-0.7291666666666665	0.2329498592635345	No	FALSE
CarCor_3	CarCor	0.25X	CarPalm	101	9083	1.0997386759581882	1.6875000000000002	0.04575362496174109	No	FALSE
CarCor_3	CarCor	0.5X	CarIll	123	17509	0.6975952813067151	0	0.5	No	FALSE
CarCor_3	CarCor	0.5X	CarMyr	123	17509	0.6975952813067151	0	0.5	No	FALSE
CarCor_3	CarCor	0.5X	CarPalm	172	17460	0.9754990925589837	1.0208333333333335	0.15366670439601815	No	FALSE
CarCor_3	CarCor	0.25X	CarCat	189	8995	2.057926829268293	5.354166666666668	4.2975804706630656e-8	Yes	FALSE
CarCor_3	CarCor	0.5X	CarCat	323	17309	1.8318965517241377	4.166666666666665	1.545429688229612e-5	Yes	FALSE
CarCor_3	CarCor	0.01X	CarCor	391	26	93.76498800959233	193.75000000000003	0	Yes	TRUE
CarCor_3	CarCor	0.025X	CarCor	887	70	92.68547544409613	220.00000000000003	0	Yes	TRUE
CarCor_3	CarCor	0.05X	CarCor	1795	103	94.57323498419389	508.7142857142856	0	Yes	TRUE
CarCor_3	CarCor	0.1X	CarCor	3676	208	94.64469618949536	365.05	0	Yes	TRUE
CarCor_3	CarCor	0.25X	CarCor	8644	540	94.12020905923345	357.64583333333337	0	Yes	TRUE
CarCor_3	CarCor	0.5X	CarCor	16661	971	94.49296733212341	344.54166666666663	0	Yes	TRUE
CarCor_4	CarCor	0.01X	CarOva	0	353	0	-1.6666666666666665	0.04779035227281471	No	FALSE
CarCor_4	CarCor	0.01X	CarAqu	2	351	0.56657223796034	-0.33333333333333326	0.36944134018176367	No	FALSE
CarCor_4	CarCor	0.01X	CarIll	2	351	0.56657223796034	-0.33333333333333326	0.36944134018176367	No	FALSE
CarCor_4	CarCor	0.01X	CarLac	2	351	0.56657223796034	-0.33333333333333326	0.36944134018176367	No	FALSE
CarCor_4	CarCor	0.025X	CarIll	2	837	0.23837902264600713	-1.6666666666666663	0.047790352272814744	No	FALSE
CarCor_4	CarCor	0.025X	CarOva	2	837	0.23837902264600713	-1.6666666666666663	0.047790352272814744	No	FALSE
CarCor_4	CarCor	0.01X	CarMyr	3	350	0.84985835694051	0.3333333333333335	0.36944134018176356	No	FALSE
CarCor_4	CarCor	0.01X	CarPalm	5	348	1.41643059490085	1.6666666666666665	0.04779035227281471	No	FALSE
CarCor_4	CarCor	0.025X	CarLac	7	832	0.834326579261025	-0.5555555555555554	0.2892573607539721	No	FALSE
CarCor_4	CarCor	0.05X	CarOva	7	1702	0.40959625511995323	-1.0769230769230769	0.14075731625501128	No	FALSE
CarCor_4	CarCor	0.025X	CarMyr	8	831	0.9535160905840285	-0.3333333333333333	0.36944134018176367	No	FALSE
CarCor_4	CarCor	0.05X	CarLac	8	1701	0.4681100058513751	-0.9230769230769231	0.17798355986686548	No	FALSE
CarCor_4	CarCor	0.05X	CarMyr	9	1700	0.5266237565827969	-0.7692307692307693	0.22087816371245975	No	FALSE
CarCor_4	CarCor	0.01X	CarCat	10	343	2.8328611898017	5	2.866515718791939e-7	Yes	FALSE
CarCor_4	CarCor	0.025X	CarPalm	11	828	1.3110846245530394	0.3333333333333333	0.36944134018176367	No	FALSE
CarCor_4	CarCor	0.05X	CarAqu	12	1697	0.7021650087770626	-0.3076923076923079	0.37915823676314514	No	FALSE
CarCor_4	CarCor	0.025X	CarAqu	14	825	1.66865315852205	1	0.15865525393145705	No	FALSE
CarCor_4	CarCor	0.025X	CarCat	14	825	1.66865315852205	1	0.15865525393145705	No	FALSE
CarCor_4	CarCor	0.1X	CarAqu	15	3310	0.4511278195488722	-1.2999999999999996	0.09680048458561041	No	FALSE
CarCor_4	CarCor	0.05X	CarIll	16	1693	0.9362200117027502	0.3076923076923076	0.37915823676314525	No	FALSE
CarCor_4	CarCor	0.1X	CarIll	18	3307	0.5413533834586466	-0.7000000000000003	0.24196365222307287	No	FALSE
CarCor_4	CarCor	0.1X	CarLac	19	3306	0.5714285714285714	-0.5000000000000001	0.3085375387259869	No	FALSE
CarCor_4	CarCor	0.05X	CarPalm	21	1688	1.2287887653598597	1.0769230769230769	0.14075731625501128	No	FALSE
CarCor_4	CarCor	0.1X	CarOva	21	3304	0.631578947368421	-0.10000000000000038	0.4601721627229709	No	FALSE
CarCor_4	CarCor	0.1X	CarMyr	22	3303	0.6616541353383459	0.0999999999999998	0.4601721627229711	No	FALSE
CarCor_4	CarCor	0.25X	CarOva	29	8017	0.3604275416355953	-1.1132075471698113	0.13280965102338	No	FALSE
CarCor_4	CarCor	0.25X	CarLac	35	8011	0.4349987571464081	-0.8867924528301887	0.18759532583351712	No	FALSE
CarCor_4	CarCor	0.1X	CarPalm	42	3283	1.263157894736842	4.099999999999998	2.0657506912546927e-5	Yes	FALSE
CarCor_4	CarCor	0.05X	CarCat	46	1663	2.6916325336454068	4.9230769230769225	4.2596972278083043e-7	Yes	FALSE
CarCor_4	CarCor	0.25X	CarIll	51	7995	0.633855331841909	-0.28301886792452846	0.38858118677602815	No	FALSE
CarCor_4	CarCor	0.25X	CarMyr	58	7988	0.7208550832711906	-0.01886792452830202	0.492473233751231	No	FALSE
CarCor_4	CarCor	0.25X	CarAqu	59	7987	0.7332836191896595	0.018867924528301758	0.4924732337512311	No	FALSE
CarCor_4	CarCor	0.5X	CarOva	62	15539	0.39741042240881996	-1.1219512195121952	0.13094159057584104	No	FALSE
CarCor_4	CarCor	0.5X	CarLac	72	15529	0.461508877636049	-0.8780487804878049	0.18995862351717768	No	FALSE
CarCor_4	CarCor	0.5X	CarIll	95	15506	0.6089353246586757	-0.31707317073170715	0.3755940409955244	No	FALSE
CarCor_4	CarCor	0.1X	CarCat	95	3230	2.857142857142857	14.699999999999994	3.222985757745095e-49	Yes	FALSE
CarCor_4	CarCor	0.5X	CarMyr	101	15500	0.6473943977950132	-0.17073170731707302	0.43221736501453095	No	FALSE
CarCor_4	CarCor	0.25X	CarPalm	106	7940	1.3174248073576933	1.7924528301886786	0.03653022932423866	No	FALSE
CarCor_4	CarCor	0.5X	CarAqu	115	15486	0.7371322351131337	0.17073170731707332	0.43221736501453084	No	FALSE
CarCor_4	CarCor	0.5X	CarPalm	179	15422	1.1473623485673994	1.7317073170731705	0.041662843597345324	No	FALSE
CarCor_4	CarCor	0.25X	CarCat	208	7838	2.5851354710415113	5.641509433962262	8.428290115014437e-9	Yes	FALSE
CarCor_4	CarCor	0.01X	CarCor	329	24	93.20113314447592	217.66666666666666	0	Yes	TRUE
CarCor_4	CarCor	0.5X	CarCat	385	15216	2.4677905262483173	6.75609756097561	7.087899176656964e-12	Yes	FALSE
CarCor_4	CarCor	0.025X	CarCor	781	58	93.0870083432658	171.4444444444444	0	Yes	TRUE
CarCor_4	CarCor	0.05X	CarCor	1590	119	93.0368636629608	242.46153846153845	0	Yes	TRUE
CarCor_4	CarCor	0.1X	CarCor	3093	232	93.02255639097744	614.2999999999997	0	Yes	TRUE
CarCor_4	CarCor	0.25X	CarCor	7500	546	93.21401938851604	280.8113207547169	0	Yes	TRUE
CarCor_4	CarCor	0.5X	CarCor	14592	1009	93.53246586757258	353.2682926829268	0	Yes	TRUE
CarCor_5	CarCor	0.01X	CarAqu	0	370	0	-1.5	0.06680720126885807	No	FALSE
CarCor_5	CarCor	0.01X	CarOva	0	370	0	-1.5	0.06680720126885807	No	FALSE
CarCor_5	CarCor	0.025X	CarOva	1	903	0.11061946902654868	-1.4	0.08075665923377105	No	FALSE
CarCor_5	CarCor	0.01X	CarLac	2	368	0.5405405405405406	-0.5	0.30853753872598694	No	FALSE
CarCor_5	CarCor	0.025X	CarAqu	3	901	0.33185840707964603	-0.6	0.2742531177500736	No	FALSE
CarCor_5	CarCor	0.025X	CarIll	3	901	0.33185840707964603	-0.6	0.2742531177500736	No	FALSE
CarCor_5	CarCor	0.025X	CarLac	3	901	0.33185840707964603	-0.6	0.2742531177500736	No	FALSE
CarCor_5	CarCor	0.05X	CarOva	3	1739	0.1722158438576349	-1.1666666666666667	0.12167250457438122	No	FALSE
CarCor_5	CarCor	0.01X	CarMyr	3	367	0.8108108108108109	0	0.5	No	FALSE
CarCor_5	CarCor	0.01X	CarPalm	3	367	0.8108108108108109	0	0.5	No	FALSE
CarCor_5	CarCor	0.01X	CarIll	4	366	1.0810810810810811	0.5	0.30853753872598694	No	FALSE
CarCor_5	CarCor	0.05X	CarLac	5	1737	0.28702640642939153	-0.8333333333333331	0.20232838096364306	No	FALSE
CarCor_5	CarCor	0.025X	CarMyr	6	898	0.6637168141592921	0.6	0.2742531177500736	No	FALSE
CarCor_5	CarCor	0.05X	CarAqu	8	1734	0.4592422502870264	-0.33333333333333315	0.36944134018176367	No	FALSE
CarCor_5	CarCor	0.025X	CarPalm	9	895	0.995575221238938	1.8	0.0359303191129258	No	FALSE
CarCor_5	CarCor	0.05X	CarIll	9	1733	0.5166475315729048	-0.16666666666666646	0.43381616738909645	No	FALSE
CarCor_5	CarCor	0.01X	CarCat	10	360	2.7027027027027026	3.5	2.3262907903552494e-4	Yes	FALSE
CarCor_5	CarCor	0.05X	CarMyr	11	1731	0.6314580941446613	0.1666666666666667	0.43381616738909634	No	FALSE
CarCor_5	CarCor	0.1X	CarLac	14	3510	0.39727582292849034	-1.2142857142857142	0.11231931946189021	No	FALSE
CarCor_5	CarCor	0.1X	CarOva	17	3507	0.48240635641316687	-0.7857142857142857	0.21601744600250375	No	FALSE
CarCor_5	CarCor	0.1X	CarMyr	21	3503	0.5959137343927355	-0.21428571428571427	0.41516212882789766	No	FALSE
CarCor_5	CarCor	0.1X	CarAqu	22	3502	0.6242905788876276	-0.07142857142857142	0.47152833548352147	No	FALSE
CarCor_5	CarCor	0.1X	CarIll	23	3501	0.6526674233825198	0.07142857142857142	0.47152833548352147	No	FALSE
CarCor_5	CarCor	0.05X	CarPalm	25	1717	1.4351320321469576	2.5000000000000004	0.00620966532577613	Yes	FALSE
CarCor_5	CarCor	0.025X	CarCat	27	877	2.9867256637168142	9	1.1285884059538408e-19	Yes	FALSE
CarCor_5	CarCor	0.25X	CarLac	29	8628	0.3349890262215548	-1.148936170212766	0.12529115079978964	No	FALSE
CarCor_5	CarCor	0.25X	CarOva	36	8621	0.4158484463439991	-0.851063829787234	0.1973669482429567	No	FALSE
CarCor_5	CarCor	0.05X	CarCat	41	1701	2.3536165327210106	5.166666666666667	1.1915285332013916e-7	Yes	FALSE
CarCor_5	CarCor	0.1X	CarPalm	42	3482	1.191827468785471	2.7857142857142856	0.0026704962625336047	Yes	FALSE
CarCor_5	CarCor	0.25X	CarAqu	43	8614	0.4967078664664433	-0.5531914893617021	0.2900661470170295	No	FALSE
CarCor_5	CarCor	0.25X	CarIll	45	8612	0.5198105579299989	-0.4680851063829786	0.31986186477353035	No	FALSE
CarCor_5	CarCor	0.5X	CarLac	50	16230	0.3071253071253071	-1.2111111111111112	0.11292641177687072	No	FALSE
CarCor_5	CarCor	0.25X	CarMyr	67	8590	0.7739401640291094	0.4680851063829786	0.31986186477353035	No	FALSE
CarCor_5	CarCor	0.5X	CarOva	69	16211	0.4238329238329238	-0.788888888888889	0.21508847517933374	No	FALSE
CarCor_5	CarCor	0.25X	CarPalm	92	8565	1.0627238073235532	1.531914893617021	0.06277171886293166	No	FALSE
CarCor_5	CarCor	0.1X	CarCat	93	3431	2.6390465380249717	10.071428571428571	3.694841562045179e-24	Yes	FALSE
CarCor_5	CarCor	0.5X	CarAqu	94	16186	0.5773955773955775	-0.23333333333333328	0.40775128829689533	No	FALSE
CarCor_5	CarCor	0.5X	CarIll	94	16186	0.5773955773955775	-0.23333333333333328	0.40775128829689533	No	FALSE
CarCor_5	CarCor	0.5X	CarMyr	115	16165	0.7063882063882064	0.23333333333333328	0.40775128829689533	No	FALSE
CarCor_5	CarCor	0.5X	CarPalm	173	16107	1.0626535626535627	1.522222222222222	0.06397670439944252	No	FALSE
CarCor_5	CarCor	0.25X	CarCat	176	8481	2.0330368487928845	5.1063829787234045	1.6419190653069758e-7	Yes	FALSE
CarCor_5	CarCor	0.01X	CarCor	348	22	94.05405405405406	172.5	0	Yes	TRUE
CarCor_5	CarCor	0.5X	CarCat	351	15929	2.156019656019656	5.477777777777777	2.153502773274292e-8	Yes	FALSE
CarCor_5	CarCor	0.025X	CarCor	852	52	94.24778761061947	339	0	Yes	TRUE
CarCor_5	CarCor	0.05X	CarCor	1640	102	94.14466130884041	271.6666666666667	0	Yes	TRUE
CarCor_5	CarCor	0.1X	CarCor	3292	232	93.41657207718501	467.07142857142856	0	Yes	TRUE
CarCor_5	CarCor	0.25X	CarCor	8169	488	94.36294328289246	345.2340425531915	0	Yes	TRUE
CarCor_5	CarCor	0.5X	CarCor	15334	946	94.1891891891892	338.43333333333334	0	Yes	TRUE
CarCor_6	CarCor	0.01X	CarIll	2	374	0.5319148936170213	-0.9999999999999999	0.15865525393145705	No	FALSE
CarCor_6	CarCor	0.01X	CarLac	2	374	0.5319148936170213	-0.9999999999999999	0.15865525393145705	No	FALSE
CarCor_6	CarCor	0.01X	CarMyr	2	374	0.5319148936170213	-0.9999999999999999	0.15865525393145705	No	FALSE
CarCor_6	CarCor	0.01X	CarOva	2	374	0.5319148936170213	-0.9999999999999999	0.15865525393145705	No	FALSE
CarCor_6	CarCor	0.025X	CarLac	3	928	0.322234156820623	-2	0.022750131948179212	No	FALSE
CarCor_6	CarCor	0.01X	CarPalm	4	372	1.0638297872340425	1.0000000000000002	0.158655253931457	No	FALSE
CarCor_6	CarCor	0.05X	CarIll	5	1752	0.28457598178713717	-1.3750000000000002	0.08456572235133569	No	FALSE
CarCor_6	CarCor	0.025X	CarIll	8	923	0.8592910848549946	-0.3333333333333334	0.3694413401817636	No	FALSE
CarCor_6	CarCor	0.025X	CarMyr	8	923	0.8592910848549946	-0.3333333333333334	0.3694413401817636	No	FALSE
CarCor_6	CarCor	0.025X	CarOva	8	923	0.8592910848549946	-0.3333333333333334	0.3694413401817636	No	FALSE
CarCor_6	CarCor	0.01X	CarAqu	8	368	2.127659574468085	5	2.866515718791939e-7	Yes	FALSE
CarCor_6	CarCor	0.05X	CarLac	10	1747	0.5691519635742743	-0.7500000000000001	0.22662735237686812	No	FALSE
CarCor_6	CarCor	0.05X	CarOva	10	1747	0.5691519635742743	-0.7500000000000001	0.22662735237686812	No	FALSE
CarCor_6	CarCor	0.025X	CarPalm	10	921	1.0741138560687433	0.3333333333333334	0.3694413401817636	No	FALSE
CarCor_6	CarCor	0.025X	CarAqu	14	917	1.5037593984962405	1.6666666666666665	0.04779035227281471	No	FALSE
CarCor_6	CarCor	0.05X	CarAqu	16	1741	0.910643141718839	0	0.5	No	FALSE
CarCor_6	CarCor	0.05X	CarMyr	16	1741	0.910643141718839	0	0.5	No	FALSE
CarCor_6	CarCor	0.01X	CarCat	17	359	4.521276595744681	14.000000000000002	7.793536819192605e-45	Yes	FALSE
CarCor_6	CarCor	0.1X	CarLac	18	3601	0.49737496546007187	-1.3749999999999996	0.0845657223513358	No	FALSE
CarCor_6	CarCor	0.1X	CarOva	18	3601	0.49737496546007187	-1.3749999999999996	0.0845657223513358	No	FALSE
CarCor_6	CarCor	0.05X	CarPalm	26	1731	1.479795105293113	1.2499999999999998	0.10564977366685528	No	FALSE
CarCor_6	CarCor	0.1X	CarIll	29	3590	0.8013263332412269	-0.45833333333333287	0.3233564898079502	No	FALSE
CarCor_6	CarCor	0.025X	CarCat	30	901	3.22234156820623	7.000000000000002	1.2798125438858188e-12	Yes	FALSE
CarCor_6	CarCor	0.1X	CarMyr	31	3588	0.8565902182923459	-0.29166666666666635	0.38527074885527723	No	FALSE
CarCor_6	CarCor	0.1X	CarAqu	38	3581	1.0500138159712629	0.2916666666666669	0.385270748855277	No	FALSE
CarCor_6	CarCor	0.25X	CarLac	42	8898	0.4697986577181208	-1.2857142857142858	0.09927139684333097	No	FALSE
