Study_Sample	Species	Downsampling	Companion_Sample	Grouping_Sites	Non_Grouping_Sites	Ratio	Z_Score	P_Val	Significant_Bonferroni	Match
CarCor_6	CarCor	0.25X	CarOva	42	8898	0.4697986577181208	-1.2857142857142858	0.09927139684333097	No	FALSE
CarCor_6	CarCor	0.1X	CarPalm	42	3577	1.160541586073501	0.6250000000000004	0.2659855290487004	No	FALSE
CarCor_6	CarCor	0.05X	CarCat	51	1706	2.902675014228799	4.375	6.0716239113305974e-6	Yes	FALSE
CarCor_6	CarCor	0.5X	CarOva	56	16738	0.3334524234845778	-1.0944881889763778	0.13687046233682612	No	FALSE
CarCor_6	CarCor	0.25X	CarIll	58	8882	0.6487695749440716	-0.7142857142857142	0.23752526202697652	No	FALSE
CarCor_6	CarCor	0.5X	CarLac	63	16731	0.37513397642015006	-0.984251968503937	0.1624958197080982	No	FALSE
CarCor_6	CarCor	0.25X	CarAqu	74	8866	0.8277404921700223	-0.1428571428571427	0.44320150318353185	No	FALSE
CarCor_6	CarCor	0.25X	CarMyr	82	8858	0.9172259507829978	0.14285714285714327	0.44320150318353163	No	FALSE
CarCor_6	CarCor	0.25X	CarPalm	97	8843	1.0850111856823266	0.6785714285714289	0.24870472562992943	No	FALSE
CarCor_6	CarCor	0.1X	CarCat	104	3515	2.8737220226581925	5.791666666666666	3.4845676783567913e-9	Yes	FALSE
CarCor_6	CarCor	0.5X	CarAqu	115	16679	0.6847683696558294	-0.16535433070866137	0.4343325487977305	No	FALSE
CarCor_6	CarCor	0.5X	CarIll	123	16671	0.7324044301536263	-0.03937007874015749	0.48429766755656084	No	FALSE
CarCor_6	CarCor	0.5X	CarMyr	128	16666	0.7621769679647493	0.03937007874015749	0.48429766755656084	No	FALSE
CarCor_6	CarCor	0.5X	CarPalm	190	16604	1.1313564368226747	1.015748031496063	0.15487469453420474	No	FALSE
CarCor_6	CarCor	0.25X	CarCat	199	8741	2.225950782997763	4.321428571428573	7.7511118565808e-6	Yes	FALSE
CarCor_6	CarCor	0.01X	CarCor	339	37	90.1595744680851	336	0	Yes	TRUE
CarCor_6	CarCor	0.5X	CarCat	375	16419	2.232940335834227	3.929133858267717	4.2626188000174464e-5	Yes	FALSE
CarCor_6	CarCor	0.025X	CarCor	850	81	91.29967776584319	280.33333333333337	0	Yes	TRUE
CarCor_6	CarCor	0.05X	CarCor	1623	134	92.37336368810473	200.875	0	Yes	TRUE
CarCor_6	CarCor	0.1X	CarCor	3339	280	92.26305609284333	275.375	0	Yes	TRUE
CarCor_6	CarCor	0.25X	CarCor	8346	594	93.35570469798657	295.28571428571433	0	Yes	TRUE
CarCor_6	CarCor	0.5X	CarCor	15744	1050	93.74776705966417	245.96062992125982	0	Yes	TRUE
CarIll_1	CarIll	0.01X	CarLac	0	443	0	-1.7999999999999998	0.03593031911292582	No	FALSE
CarIll_1	CarIll	0.01X	CarMyr	2	441	0.4514672686230248	-1	0.15865525393145705	No	FALSE
CarIll_1	CarIll	0.01X	CarOva	2	441	0.4514672686230248	-1	0.15865525393145705	No	FALSE
CarIll_1	CarIll	0.01X	CarCor	4	439	0.9029345372460496	-0.2000000000000001	0.4207402905608969	No	FALSE
CarIll_1	CarIll	0.025X	CarLac	5	1153	0.4317789291882556	-1.2727272727272725	0.1015574181715658	No	FALSE
CarIll_1	CarIll	0.01X	CarCat	5	438	1.1286681715575622	0.2000000000000001	0.4207402905608969	No	FALSE
CarIll_1	CarIll	0.05X	CarOva	6	2239	0.26726057906458794	-1.037037037037037	0.14985929830560452	No	FALSE
CarIll_1	CarIll	0.01X	CarPalm	6	437	1.3544018058690745	0.6	0.2742531177500736	No	FALSE
CarIll_1	CarIll	0.025X	CarOva	7	1151	0.6044905008635579	-0.9090909090909087	0.18165107044344905	No	FALSE
CarIll_1	CarIll	0.05X	CarLac	7	2238	0.311804008908686	-0.9629629629629629	0.16778305511542785	No	FALSE
CarIll_1	CarIll	0.025X	CarCor	8	1150	0.690846286701209	-0.7272727272727271	0.23352945085758683	No	FALSE
CarIll_1	CarIll	0.025X	CarMyr	9	1149	0.7772020725388601	-0.5454545454545452	0.29272046728446366	No	FALSE
CarIll_1	CarIll	0.05X	CarCor	13	2232	0.579064587973274	-0.5185185185185185	0.30204827147857694	No	FALSE
CarIll_1	CarIll	0.025X	CarPalm	15	1143	1.2953367875647668	0.5454545454545455	0.29272046728446355	No	FALSE
CarIll_1	CarIll	0.1X	CarLac	16	4503	0.3540606328833813	-1	0.15865525393145705	No	FALSE
CarIll_1	CarIll	0.1X	CarOva	16	4503	0.3540606328833813	-1	0.15865525393145705	No	FALSE
CarIll_1	CarIll	0.05X	CarMyr	17	2228	0.7572383073496659	-0.22222222222222215	0.4120704478709426	No	FALSE
CarIll_1	CarIll	0.025X	CarCat	18	1140	1.5544041450777202	1.090909090909091	0.1376564432609812	No	FALSE
CarIll_1	CarIll	0.1X	CarMyr	19	4500	0.42044700154901526	-0.8571428571428571	0.195682969153776	No	FALSE
CarIll_1	CarIll	0.01X	CarAqu	22	421	4.966139954853273	6.999999999999999	1.2798125438858432e-12	Yes	FALSE
CarIll_1	CarIll	0.05X	CarPalm	23	2222	1.024498886414254	0.2222222222222223	0.4120704478709426	No	FALSE
CarIll_1	CarIll	0.1X	CarCor	33	4486	0.730250055321974	-0.1904761904761906	0.42446799944027386	No	FALSE
CarIll_1	CarIll	0.25X	CarOva	34	10860	0.3120984027905269	-1.0754716981132075	0.1410817983505807	No	FALSE
CarIll_1	CarIll	0.025X	CarAqu	38	1120	3.281519861830743	4.727272727272728	1.1377776834757051e-6	Yes	FALSE
CarIll_1	CarIll	0.1X	CarPalm	41	4478	0.9072803717636645	0.19047619047619022	0.424467999440274	No	FALSE
CarIll_1	CarIll	0.25X	CarLac	42	10852	0.3855333210941803	-0.9245283018867924	0.17760566156850377	No	FALSE
CarIll_1	CarIll	0.05X	CarCat	47	2198	2.093541202672606	2.0000000000000004	0.022750131948179188	No	FALSE
CarIll_1	CarIll	0.5X	CarLac	52	19920	0.26036451031444025	-1.0339805825242718	0.15057262043629807	No	FALSE
CarIll_1	CarIll	0.5X	CarOva	59	19913	0.2954135790106149	-0.9660194174757282	0.16701723241691682	No	FALSE
CarIll_1	CarIll	0.25X	CarMyr	66	10828	0.6058380760051404	-0.47169811320754723	0.31857114203803727	No	FALSE
CarIll_1	CarIll	0.25X	CarPalm	82	10812	0.7527079126124472	-0.16981132075471703	0.43257926178132144	No	FALSE
CarIll_1	CarIll	0.05X	CarAqu	83	2162	3.6971046770601332	4.666666666666667	1.5306267365310645e-6	Yes	FALSE
CarIll_1	CarIll	0.1X	CarCat	87	4432	1.9252046913033858	2.3809523809523805	0.00863397199808782	No	FALSE
CarIll_1	CarIll	0.25X	CarCor	100	10794	0.9179364787956673	0.16981132075471686	0.43257926178132156	No	FALSE
CarIll_1	CarIll	0.5X	CarMyr	108	19864	0.5407570598838374	-0.4902912621359225	0.3119639046254718	No	FALSE
CarIll_1	CarIll	0.5X	CarPalm	152	19820	0.7610654916883637	-0.06310679611650491	0.4748407312849426	No	FALSE
CarIll_1	CarIll	0.5X	CarCor	165	19807	0.8261566192669737	0.06310679611650474	0.4748407312849427	No	FALSE
CarIll_1	CarIll	0.1X	CarAqu	190	4329	4.204470015490153	7.285714285714284	1.599852228284731e-13	Yes	FALSE
CarIll_1	CarIll	0.25X	CarCat	202	10692	1.854231687167248	2.0943396226415096	0.018114868542890745	No	FALSE
CarIll_1	CarIll	0.5X	CarCat	340	19632	1.70238333667134	1.7621359223300967	0.039023167627548656	No	FALSE
CarIll_1	CarIll	0.01X	CarIll	402	41	90.74492099322799	159	0	Yes	TRUE
CarIll_1	CarIll	0.25X	CarAqu	460	10434	4.222507802460069	6.962264150943396	1.6742344372829361e-12	Yes	FALSE
CarIll_1	CarIll	0.5X	CarAqu	780	19192	3.905467654716603	6.033980582524272	7.998464752400889e-10	Yes	FALSE
CarIll_1	CarIll	0.025X	CarIll	1058	100	91.36442141623489	190.18181818181816	0	Yes	TRUE
CarIll_1	CarIll	0.05X	CarIll	2049	196	91.26948775055679	150.2962962962963	0	Yes	TRUE
CarIll_1	CarIll	0.1X	CarIll	4117	402	91.10422659880506	194.28571428571425	0	Yes	TRUE
CarIll_1	CarIll	0.25X	CarIll	9908	986	90.94914631907473	185.22641509433964	0	Yes	TRUE
CarIll_1	CarIll	0.5X	CarIll	18316	1656	91.70839174844782	176.2864077669903	0	Yes	TRUE
CarIll_2	CarIll	0.01X	CarCor	0	320	0	-1.3333333333333333	0.09121121972586785	No	FALSE
CarIll_2	CarIll	0.01X	CarLac	1	319	0.3125	-0.6666666666666666	0.2524925375469229	No	FALSE
CarIll_2	CarIll	0.01X	CarMyr	1	319	0.3125	-0.6666666666666666	0.2524925375469229	No	FALSE
CarIll_2	CarIll	0.01X	CarOva	2	318	0.625	0	0.5	No	FALSE
CarIll_2	CarIll	0.01X	CarPalm	2	318	0.625	0	0.5	No	FALSE
CarIll_2	CarIll	0.1X	CarOva	4	3271	0.12213740458015268	-1.065217391304348	0.14338878265676572	No	FALSE
CarIll_2	CarIll	0.05X	CarLac	4	1732	0.2304147465437788	-1.2399999999999998	0.10748769707458694	No	FALSE
CarIll_2	CarIll	0.025X	CarOva	4	857	0.4645760743321719	-1	0.15865525393145705	No	FALSE
CarIll_2	CarIll	0.025X	CarPalm	4	857	0.4645760743321719	-1	0.15865525393145705	No	FALSE
CarIll_2	CarIll	0.05X	CarOva	5	1731	0.28801843317972353	-1.16	0.12302440305134336	No	FALSE
CarIll_2	CarIll	0.025X	CarMyr	6	855	0.6968641114982579	-0.3333333333333335	0.36944134018176356	No	FALSE
CarIll_2	CarIll	0.1X	CarLac	7	3268	0.2137404580152672	-0.9347826086956522	0.17495017199870141	No	FALSE
CarIll_2	CarIll	0.025X	CarCor	7	854	0.8130081300813009	0	0.5	No	FALSE
CarIll_2	CarIll	0.025X	CarLac	7	854	0.8130081300813009	0	0.5	No	FALSE
CarIll_2	CarIll	0.01X	CarCat	8	312	2.5	4	3.1671241833119924e-5	Yes	FALSE
CarIll_2	CarIll	0.05X	CarCor	9	1727	0.5184331797235023	-0.8399999999999999	0.20045419326044972	No	FALSE
CarIll_2	CarIll	0.025X	CarCat	13	848	1.5098722415795587	1.9999999999999996	0.022750131948179233	No	FALSE
CarIll_2	CarIll	0.25X	CarOva	16	7861	0.20312301637679323	-1.0740740740740742	0.141394741661871	No	FALSE
CarIll_2	CarIll	0.01X	CarAqu	16	304	5	9.333333333333332	5.12962847095925e-21	Yes	FALSE
CarIll_2	CarIll	0.05X	CarMyr	17	1719	0.9792626728110598	-0.20000000000000007	0.42074029056089696	No	FALSE
CarIll_2	CarIll	0.1X	CarCor	18	3257	0.549618320610687	-0.4565217391304348	0.32400742097009105	No	FALSE
CarIll_2	CarIll	0.25X	CarLac	22	7855	0.2792941475180907	-0.9259259259259258	0.1772422384366559	No	FALSE
CarIll_2	CarIll	0.05X	CarPalm	22	1714	1.2672811059907834	0.20000000000000007	0.42074029056089696	No	FALSE
CarIll_2	CarIll	0.1X	CarMyr	25	3250	0.7633587786259541	-0.15217391304347835	0.4395248843471905	No	FALSE
CarIll_2	CarIll	0.5X	CarOva	28	14754	0.18941956433500204	-1.0909090909090908	0.13765644326098125	No	FALSE
CarIll_2	CarIll	0.05X	CarCat	30	1706	1.7281105990783412	0.8400000000000001	0.20045419326044964	No	FALSE
CarIll_2	CarIll	0.1X	CarPalm	32	3243	0.9770992366412214	0.15217391304347822	0.4395248843471905	No	FALSE
CarIll_2	CarIll	0.25X	CarMyr	39	7838	0.4951123524184334	-0.506172839506173	0.30636766005968497	No	FALSE
CarIll_2	CarIll	0.5X	CarLac	42	14740	0.28412934650250304	-0.9090909090909091	0.18165107044344897	No	FALSE
CarIll_2	CarIll	0.025X	CarAqu	45	816	5.2264808362369335	12.666666666666663	4.523904204899e-37	Yes	FALSE
CarIll_2	CarIll	0.25X	CarPalm	52	7825	0.6601498032245778	-0.18518518518518529	0.4265418943159657	No	FALSE
CarIll_2	CarIll	0.1X	CarCat	57	3218	1.7404580152671756	1.2391304347826086	0.10764859881267422	No	FALSE
CarIll_2	CarIll	0.25X	CarCor	67	7810	0.8505776310778215	0.1851851851851851	0.4265418943159658	No	FALSE
CarIll_2	CarIll	0.05X	CarAqu	70	1666	4.032258064516129	4.039999999999999	2.6725600719492185e-5	Yes	FALSE
CarIll_2	CarIll	0.5X	CarMyr	85	14697	0.5750236774455418	-0.3506493506493507	0.36292571396539863	No	FALSE
CarIll_2	CarIll	0.5X	CarPalm	106	14676	0.7170883506967934	-0.07792207792207798	0.46894501858141124	No	FALSE
CarIll_2	CarIll	0.5X	CarCor	118	14664	0.7982681639832229	0.07792207792207798	0.46894501858141124	No	FALSE
CarIll_2	CarIll	0.1X	CarAqu	148	3127	4.519083969465649	5.195652173913043	1.0200168946716175e-7	Yes	FALSE
CarIll_2	CarIll	0.25X	CarCat	154	7723	1.9550590326266344	2.3333333333333326	0.009815328628645358	No	FALSE
CarIll_2	CarIll	0.5X	CarCat	277	14505	1.8739006900284132	2.142857142857143	0.016062285603828316	No	FALSE
CarIll_2	CarIll	0.25X	CarAqu	289	7588	3.6689094833058276	5.666666666666667	7.2801100739140835e-9	Yes	FALSE
CarIll_2	CarIll	0.01X	CarIll	290	30	90.625	191.99999999999997	0	Yes	TRUE
CarIll_2	CarIll	0.5X	CarAqu	633	14149	4.282235150859153	6.766233766233766	6.608896053442932e-12	Yes	FALSE
CarIll_2	CarIll	0.025X	CarIll	775	86	90.01161440185831	255.99999999999994	0	Yes	TRUE
CarIll_2	CarIll	0.05X	CarIll	1579	157	90.95622119815668	124.75999999999999	0	Yes	TRUE
CarIll_2	CarIll	0.1X	CarIll	2984	291	91.114503816793885	128.5	0	Yes	TRUE
CarIll_2	CarIll	0.25X	CarIll	7238	639	91.88777453345183	177.2469135802469	0	Yes	TRUE
CarIll_2	CarIll	0.5X	CarIll	13493	1289	91.27993505614937	173.77922077922076	0	Yes	TRUE
CarIll_3	CarIll	0.01X	CarLac	1	305	0.32679738562091504	-1	0.15865525393145705	No	FALSE
CarIll_3	CarIll	0.01X	CarOva	1	305	0.32679738562091504	-1	0.15865525393145705	No	FALSE
CarIll_3	CarIll	0.01X	CarPalm	1	305	0.32679738562091504	-1	0.15865525393145705	No	FALSE
CarIll_3	CarIll	0.025X	CarLac	1	661	0.1510574018126888	-1.2941176470588234	0.0978123934346333	No	FALSE
CarIll_3	CarIll	0.01X	CarCor	2	304	0.6535947712418301	-0.6666666666666667	0.2524925375469229	No	FALSE
CarIll_3	CarIll	0.025X	CarPalm	2	660	0.3021148036253776	-1.1764705882352942	0.11970343939839469	No	FALSE
CarIll_3	CarIll	0.025X	CarOva	5	657	0.7552870090634441	-0.8235294117647058	0.2051034993461297	No	FALSE
CarIll_3	CarIll	0.01X	CarMyr	6	300	1.9607843137254901	0.6666666666666666	0.2524925375469229	No	FALSE
CarIll_3	CarIll	0.01X	CarCat	7	299	2.287581699346405	0.9999999999999998	0.15865525393145716	No	FALSE
CarIll_3	CarIll	0.05X	CarOva	7	1331	0.523168908819133	-1.1428571428571428	0.1265489544735578	No	FALSE
CarIll_3	CarIll	0.1X	CarLac	8	2624	0.303951367781155	-1.0222222222222221	0.15333786768256766	No	FALSE
CarIll_3	CarIll	0.05X	CarLac	8	1330	0.5979073243647235	-0.8571428571428571	0.195682969153776	No	FALSE
CarIll_3	CarIll	0.1X	CarOva	9	2623	0.34194528875379937	-0.9777777777777777	0.1640921220619349	No	FALSE
CarIll_3	CarIll	0.05X	CarMyr	10	1328	0.7473841554559043	-0.28571428571428603	0.3875484810979922	No	FALSE
CarIll_3	CarIll	0.05X	CarCor	11	1327	0.8221225710014948	0	0.5	No	FALSE
CarIll_3	CarIll	0.05X	CarPalm	11	1327	0.8221225710014948	0	0.5	No	FALSE
CarIll_3	CarIll	0.025X	CarCor	11	651	1.6616314199395772	-0.1176470588235295	0.4531736581410965	No	FALSE
CarIll_3	CarIll	0.025X	CarMyr	13	649	1.9637462235649545	0.11764705882352922	0.4531736581410966	No	FALSE
CarIll_3	CarIll	0.01X	CarAqu	15	291	4.901960784313726	3.6666666666666665	1.2286638996515212e-4	Yes	FALSE
CarIll_3	CarIll	0.025X	CarCat	17	645	2.56797583081571	0.588235294117647	0.2781871852134534	No	FALSE
CarIll_3	CarIll	0.1X	CarMyr	21	2611	0.7978723404255319	-0.44444444444444453	0.3283606432818852	No	FALSE
CarIll_3	CarIll	0.25X	CarLac	22	6605	0.3319752527538856	-1.160919540229885	0.12283731079680446	No	FALSE
CarIll_3	CarIll	0.1X	CarCor	26	2606	0.9878419452887538	-0.22222222222222227	0.4120704478709426	No	FALSE
CarIll_3	CarIll	0.25X	CarOva	36	6591	0.5432322317790856	-0.8390804597701149	0.20071208022128115	No	FALSE
CarIll_3	CarIll	0.1X	CarPalm	36	2596	1.3677811550151975	0.22222222222222227	0.4120704478709426	No	FALSE
CarIll_3	CarIll	0.5X	CarOva	38	12128	0.3123458819661351	-1.0196078431372548	0.15395724189377571	No	FALSE
CarIll_3	CarIll	0.25X	CarMyr	40	6587	0.6035913686434284	-0.7471264367816093	0.22749362177870458	No	FALSE
CarIll_3	CarIll	0.025X	CarAqu	40	622	6.042296072507553	3.294117647058823	4.936558283830891e-4	Yes	FALSE
CarIll_3	CarIll	0.5X	CarLac	41	12125	0.33700476738451424	-0.9803921568627452	0.16344628989075885	No	FALSE
CarIll_3	CarIll	0.05X	CarCat	41	1297	3.0642750373692076	8.57142857142857	5.11045525896177e-18	Yes	FALSE
CarIll_3	CarIll	0.25X	CarCor	61	6566	0.9204768371812283	-0.2643678160919541	0.3957482543013122	No	FALSE
CarIll_3	CarIll	0.05X	CarAqu	65	1273	4.857997010463378	15.428571428571425	5.258624649992566e-54	Yes	FALSE
CarIll_3	CarIll	0.1X	CarCat	70	2562	2.6595744680851063	1.7333333333333334	0.041518219688779105	No	FALSE
CarIll_3	CarIll	0.25X	CarPalm	84	6543	1.2675418741511997	0.2643678160919541	0.3957482543013122	No	FALSE
CarIll_3	CarIll	0.5X	CarMyr	95	12071	0.7808647049153379	-0.2745098039215687	0.3918464352285069	No	FALSE
CarIll_3	CarIll	0.5X	CarPalm	114	12052	0.9370376458984053	-0.026143790849673422	0.48957132446975427	No	FALSE
CarIll_3	CarIll	0.5X	CarCor	118	12048	0.9699161597895776	0.026143790849673144	0.4895713244697544	No	FALSE
CarIll_3	CarIll	0.1X	CarAqu	128	2504	4.86322188449848	4.311111111111112	8.121812625906836e-6	Yes	FALSE
CarIll_3	CarIll	0.25X	CarCat	156	6471	2.3540063377093707	1.9195402298850575	0.027458000022647193	No	FALSE
CarIll_3	CarIll	0.01X	CarIll	273	33	89.2156862745098	89.66666666666667	0	Yes	TRUE
CarIll_3	CarIll	0.5X	CarCat	281	11885	2.309715600854841	2.1568627450980387	0.01550818023336285	No	FALSE
CarIll_3	CarIll	0.25X	CarAqu	312	6315	4.7080126754187415	5.505747126436782	1.838029408916977e-8	Yes	FALSE
CarIll_3	CarIll	0.5X	CarAqu	532	11634	4.372842347525892	5.4379084967320255	2.695482330620125e-8	Yes	FALSE
CarIll_3	CarIll	0.025X	CarIll	573	89	86.5558912386707	65.99999999999999	0	Yes	TRUE
CarIll_3	CarIll	0.05X	CarIll	1185	153	88.56502242152466	335.4285714285714	0	Yes	TRUE
CarIll_3	CarIll	0.1X	CarIll	2334	298	88.67781155015197	102.35555555555557	0	Yes	TRUE
CarIll_3	CarIll	0.25X	CarIll	5916	711	89.27116342236306	134.33333333333334	0	Yes	TRUE
CarIll_3	CarIll	0.5X	CarIll	10947	1219	89.9802728916653	141.5816993464052	0	Yes	TRUE
CarIll_4	CarIll	0.01X	CarLac	0	315	0	-1	0.15865525393145705	No	FALSE
CarIll_4	CarIll	0.01X	CarOva	0	315	0	-1	0.15865525393145705	No	FALSE
CarIll_4	CarIll	0.01X	CarPalm	0	315	0	-1	0.15865525393145705	No	FALSE
CarIll_4	CarIll	0.025X	CarCor	3	709	0.42134831460674155	-1.5	0.06680720126885807	No	FALSE
CarIll_4	CarIll	0.01X	CarCat	3	312	0.9523809523809524	0	0.5	No	FALSE
CarIll_4	CarIll	0.01X	CarCor	3	312	0.9523809523809524	0	0.5	No	FALSE
CarIll_4	CarIll	0.01X	CarMyr	3	312	0.9523809523809524	0	0.5	No	FALSE
CarIll_4	CarIll	0.025X	CarLac	4	708	0.5617977528089888	-0.5	0.30853753872598694	No	FALSE
CarIll_4	CarIll	0.025X	CarOva	4	708	0.5617977528089888	-0.5	0.30853753872598694	No	FALSE
CarIll_4	CarIll	0.025X	CarPalm	4	708	0.5617977528089888	-0.5	0.30853753872598694	No	FALSE
CarIll_4	CarIll	0.025X	CarMyr	5	707	0.7022471910112359	0.5	0.30853753872598694	No	FALSE
CarIll_4	CarIll	0.05X	CarLac	5	1442	0.3455425017277125	-1	0.15865525393145705	No	FALSE
CarIll_4	CarIll	0.05X	CarOva	5	1442	0.3455425017277125	-1	0.15865525393145705	No	FALSE
CarIll_4	CarIll	0.05X	CarMyr	7	1440	0.48375950241879756	-0.7142857142857143	0.23752526202697646	No	FALSE
CarIll_4	CarIll	0.1X	CarOva	8	2777	0.2872531418312388	-1.1212121212121213	0.1310987907017298	No	FALSE
CarIll_4	CarIll	0.05X	CarCor	9	1438	0.6219765031098825	-0.4285714285714286	0.33411757089762467	No	FALSE
CarIll_4	CarIll	0.025X	CarCat	10	702	1.4044943820224718	5.5	1.898956246588772e-8	Yes	FALSE
CarIll_4	CarIll	0.1X	CarLac	12	2773	0.43087971274685816	-0.8787878787878789	0.18975814982832487	No	FALSE
CarIll_4	CarIll	0.05X	CarPalm	15	1432	1.0366275051831375	0.4285714285714286	0.33411757089762467	No	FALSE
CarIll_4	CarIll	0.01X	CarAqu	19	296	6.031746031746032	5.333333333333333	4.821303365114131e-8	Yes	FALSE
CarIll_4	CarIll	0.1X	CarPalm	21	2764	0.7540394973070017	-0.3333333333333334	0.3694413401817636	No	FALSE
CarIll_4	CarIll	0.25X	CarLac	23	6806	0.3367989456728657	-1.0169491525423728	0.1545888094737662	No	FALSE
CarIll_4	CarIll	0.25X	CarOva	24	6805	0.3514423780934251	-0.9830508474576272	0.16279120690381177	No	FALSE
CarIll_4	CarIll	0.1X	CarCor	24	2761	0.8617594254937163	-0.15151515151515166	0.439784679817334	No	FALSE
CarIll_4	CarIll	0.1X	CarMyr	29	2756	1.0412926391382404	0.15151515151515138	0.4397846798173341	No	FALSE
CarIll_4	CarIll	0.05X	CarCat	30	1417	2.073255010366275	2.5714285714285716	0.0050639952746953315	Yes	FALSE
CarIll_4	CarIll	0.025X	CarAqu	31	681	4.353932584269663	26.5	4.846162660303321e-155	Yes	FALSE
CarIll_4	CarIll	0.5X	CarLac	38	13114	0.2889294403892944	-1.083916083916084	0.13920100378540284	No	FALSE
CarIll_4	CarIll	0.25X	CarCor	49	6780	0.7175281886074095	-0.1355932203389832	0.44607143266910365	No	FALSE
CarIll_4	CarIll	0.5X	CarOva	50	13102	0.38017031630170317	-0.916083916083916	0.1798114415148254	No	FALSE
CarIll_4	CarIll	0.25X	CarMyr	50	6779	0.732171621027969	-0.10169491525423745	0.45949941913093945	No	FALSE
CarIll_4	CarIll	0.25X	CarPalm	56	6773	0.8200322155513253	0.10169491525423725	0.45949941913093956	No	FALSE
CarIll_4	CarIll	0.1X	CarCat	69	2716	2.4775583482944343	2.5757575757575757	0.005001037261248047	Yes	FALSE
CarIll_4	CarIll	0.05X	CarAqu	77	1370	5.321354526606773	9.285714285714286	8.031306651761207e-21	Yes	FALSE
CarIll_4	CarIll	0.5X	CarMyr	97	13055	0.7375304136253041	-0.25874125874125875	0.39791744168974374	No	FALSE
CarIll_4	CarIll	0.5X	CarCor	112	13040	0.851581508515815	-0.048951048951048896	0.4804791532069885	No	FALSE
CarIll_4	CarIll	0.5X	CarPalm	119	13033	0.9048053527980535	0.048951048951048896	0.4804791532069885	No	FALSE
CarIll_4	CarIll	0.1X	CarAqu	148	2637	5.314183123877918	7.363636363636363	8.948339850864425e-14	Yes	FALSE
CarIll_4	CarIll	0.25X	CarCat	155	6674	2.2697320251867037	3.457627118644067	2.724775393630756e-4	Yes	FALSE
CarIll_4	CarIll	0.01X	CarIll	287	28	91.11111111111111	94.66666666666666	0	Yes	TRUE
CarIll_4	CarIll	0.5X	CarCat	304	12848	2.3114355231143553	2.6363636363636367	0.004189993720506826	Yes	FALSE
CarIll_4	CarIll	0.25X	CarAqu	362	6467	5.300922536242495	10.474576271186438	5.652135090100236e-26	Yes	FALSE
CarIll_4	CarIll	0.5X	CarAqu	604	12548	4.592457420924574	6.8321678321678325	4.182045589841107e-12	Yes	FALSE
CarIll_4	CarIll	0.025X	CarIll	651	61	91.43258426966293	646.5	0	Yes	TRUE
CarIll_4	CarIll	0.05X	CarIll	1299	148	89.7719419488597	183.85714285714286	0	Yes	TRUE
CarIll_4	CarIll	0.1X	CarIll	2474	311	88.8330341113106	148.33333333333334	0	Yes	TRUE
CarIll_4	CarIll	0.25X	CarIll	6110	719	89.4713720896178	205.32203389830502	0	Yes	TRUE
CarIll_4	CarIll	0.5X	CarIll	11828	1324	89.9330900243309	163.81118881118883	0	Yes	TRUE
CarIll_5	CarIll	0.01X	CarLac	0	259	0	-1	0.15865525393145705	No	FALSE
CarIll_5	CarIll	0.01X	CarOva	0	259	0	-1	0.15865525393145705	No	FALSE
CarIll_5	CarIll	0.01X	CarPalm	1	258	0.3861003861003861	-0.6666666666666666	0.2524925375469229	No	FALSE
CarIll_5	CarIll	0.025X	CarOva	2	692	0.2881844380403458	-1.0769230769230769	0.14075731625501128	No	FALSE
CarIll_5	CarIll	0.025X	CarLac	3	691	0.43227665706051877	-0.9230769230769232	0.17798355986686548	No	FALSE
CarIll_5	CarIll	0.01X	CarCor	3	256	1.1583011583011582	0	0.5	No	FALSE
CarIll_5	CarIll	0.01X	CarMyr	3	256	1.1583011583011582	0	0.5	No	FALSE
CarIll_5	CarIll	0.025X	CarCor	6	688	0.8645533141210375	-0.4615384615384616	0.3222061668849057	No	FALSE
CarIll_5	CarIll	0.025X	CarPalm	6	688	0.8645533141210375	-0.4615384615384616	0.3222061668849057	No	FALSE
CarIll_5	CarIll	0.05X	CarMyr	7	1418	0.4912280701754386	-1	0.15865525393145705	No	FALSE
CarIll_5	CarIll	0.05X	CarOva	7	1418	0.4912280701754386	-1	0.15865525393145705	No	FALSE
CarIll_5	CarIll	0.01X	CarCat	7	252	2.7027027027027026	1.3333333333333335	0.09121121972586783	No	FALSE
CarIll_5	CarIll	0.1X	CarLac	9	2680	0.334696913350688	-1.222222222222222	0.11081180122969676	No	FALSE
CarIll_5	CarIll	0.05X	CarLac	9	1416	0.631578947368421	-0.8461538461538463	0.1987334627112963	No	FALSE
CarIll_5	CarIll	0.025X	CarMyr	12	682	1.729106628242075	0.4615384615384614	0.3222061668849058	No	FALSE
CarIll_5	CarIll	0.1X	CarOva	17	2672	0.6322052807735217	-0.7777777777777778	0.2183500153613789	No	FALSE
CarIll_5	CarIll	0.025X	CarCat	17	677	2.4495677233429394	1.2307692307692304	0.10920459330962091	No	FALSE
CarIll_5	CarIll	0.05X	CarPalm	19	1406	1.3333333333333335	-0.07692307692307686	0.4693423696033875	No	FALSE
CarIll_5	CarIll	0.01X	CarAqu	19	240	7.335907335907336	5.333333333333334	4.821303365114106e-8	Yes	FALSE
CarIll_5	CarIll	0.05X	CarCor	21	1404	1.4736842105263157	0.07692307692307686	0.4693423696033875	No	FALSE
CarIll_5	CarIll	0.1X	CarMyr	24	2665	0.8925251022685012	-0.3888888888888889	0.34867917093873796	No	FALSE
