Study_Sample	Species	Downsampling	Companion_Sample	Grouping_Sites	Non_Grouping_Sites	Ratio	Z_Score	P_Val	Significant_Bonferroni
xbr_1	xbr	0.25X	CarIll	3600	5410	39.95560488346282	37.91256830601093	0	Yes
xbr_1	xbr	0.25X	CarCor	4733	4277	52.53052164261931	50.295081967213115	0	Yes
xbr_1	xbr	0.5X	CarIll	6456	9928	39.404296875	39.45253164556962	0	Yes
xbr_1	xbr	0.5X	CarCor	8715	7669	53.192138671875	53.75	0	Yes
xbr_2	xbr	0.01X	CarOva	0	343	0	-1.4000000000000001	0.08075665923377102	No
xbr_2	xbr	0.01X	CarLac	1	342	0.2915451895043732	-1.0000000000000002	0.158655253931457	No
xbr_2	xbr	0.1X	CarLac	2	3442	0.05807200929152149	-1.7346938775510208	0.04139752065916752	No
xbr_2	xbr	0.01X	CarMyr	3	340	0.8746355685131195	-0.20000000000000007	0.42074029056089696	No
xbr_2	xbr	0.01X	CarPalm	3	340	0.8746355685131195	-0.20000000000000007	0.42074029056089696	No
xbr_2	xbr	0.025X	CarMyr	4	878	0.45351473922902497	-1	0.15865525393145705	No
xbr_2	xbr	0.025X	CarOva	4	878	0.45351473922902497	-1	0.15865525393145705	No
xbr_2	xbr	0.025X	CarPalm	4	878	0.45351473922902497	-1	0.15865525393145705	No
xbr_2	xbr	0.01X	CarCat	4	339	1.1661807580174928	0.19999999999999984	0.420740290560897	No
xbr_2	xbr	0.025X	CarLac	5	877	0.5668934240362812	-0.8181818181818182	0.2066266877468202	No
xbr_2	xbr	0.01X	CarAqu	6	337	1.749271137026239	0.9999999999999999	0.15865525393145705	No
xbr_2	xbr	0.05X	CarOva	7	1824	0.38230475150191157	-1.05	0.14685905637589589	No
xbr_2	xbr	0.05X	CarLac	8	1823	0.43691971600218454	-0.9500000000000002	0.17105612630848174	No
xbr_2	xbr	0.025X	CarAqu	14	868	1.5873015873015872	0.8181818181818179	0.20662668774682028	No
xbr_2	xbr	0.05X	CarPalm	15	1816	0.8192244675040962	-0.24999999999999983	0.40129367431707635	No
xbr_2	xbr	0.05X	CarMyr	16	1815	0.8738394320043691	-0.1500000000000001	0.44038230762975744	No
xbr_2	xbr	0.025X	CarCat	18	864	2.0408163265306123	1.545454545454545	0.061118177724005955	No
xbr_2	xbr	0.05X	CarAqu	19	1812	1.0376843255051884	0.1500000000000001	0.44038230762975744	No
xbr_2	xbr	0.1X	CarOva	20	3424	0.5807200929152149	-1.0000000000000004	0.15865525393145696	No
xbr_2	xbr	0.1X	CarPalm	21	3423	0.6097560975609756	-0.959183673469388	0.16873311190960713	No
xbr_2	xbr	0.25X	CarLac	22	8256	0.2657646774583233	-1.2447552447552448	0.10661086600789194	No
xbr_2	xbr	0.1X	CarMyr	24	3420	0.6968641114982579	-0.8367346938775514	0.20137085655809214	No
xbr_2	xbr	0.25X	CarOva	25	8253	0.3020053152935491	-1.202797202797203	0.11452740375997472	No
xbr_2	xbr	0.05X	CarCat	31	1800	1.6930638995084655	1.3500000000000005	0.08850799143740196	No
xbr_2	xbr	0.5X	CarLac	42	15536	0.2696109898574913	-1.2159090909090908	0.11200977731362542	No
xbr_2	xbr	0.5X	CarOva	44	15534	0.2824496084221338	-1.2007575757575757	0.11492262643627345	No
xbr_2	xbr	0.25X	CarMyr	54	8224	0.6523314810340662	-0.7972027972027972	0.21266663088178148	No
xbr_2	xbr	0.1X	CarCat	65	3379	1.8873403019744484	0.8367346938775511	0.2013708565580922	No
xbr_2	xbr	0.1X	CarAqu	69	3375	2.003484320557491	0.9999999999999998	0.15865525393145716	No
xbr_2	xbr	0.25X	CarPalm	93	8185	1.1234597728920028	-0.2517482517482517	0.4006178291543883	No
xbr_2	xbr	0.5X	CarMyr	97	15481	0.6226730003851586	-0.7992424242424242	0.21207492837740805	No
xbr_2	xbr	0.25X	CarCat	129	8149	1.5583474269147137	0.2517482517482517	0.4006178291543883	No
xbr_2	xbr	0.25X	CarAqu	137	8141	1.6549891278086495	0.36363636363636376	0.35806478442778267	No
xbr_2	xbr	0.01X	CarIll	145	198	42.27405247813411	56.599999999999994	0	Yes
xbr_2	xbr	0.5X	CarPalm	153	15425	0.9821543201951469	-0.37500000000000006	0.35383023332727614	No
xbr_2	xbr	0.01X	CarCor	181	162	52.76967930029155	71	0	Yes
xbr_2	xbr	0.5X	CarCat	252	15326	1.617665939144948	0.3749999999999999	0.35383023332727626	No
xbr_2	xbr	0.5X	CarAqu	268	15310	1.7203748876620875	0.49621212121212094	0.30987237997384504	No
xbr_2	xbr	0.025X	CarIll	359	523	40.702947845804985	63.54545454545454	0	Yes
xbr_2	xbr	0.025X	CarCor	474	408	53.74149659863946	84.45454545454545	0	Yes
xbr_2	xbr	0.05X	CarIll	773	1058	42.21736755871109	75.55000000000001	0	Yes
xbr_2	xbr	0.05X	CarCor	962	869	52.539595849262696	94.45000000000002	0	Yes
xbr_2	xbr	0.1X	CarIll	1417	2027	41.14401858304297	56.02040816326532	0	Yes
xbr_2	xbr	0.1X	CarCor	1826	1618	53.019744483159116	72.71428571428572	0	Yes
xbr_2	xbr	0.25X	CarIll	3298	4980	39.840541193525006	44.57342657342657	0	Yes
xbr_2	xbr	0.25X	CarCor	4520	3758	54.60256100507369	61.664335664335674	0	Yes
xbr_2	xbr	0.5X	CarIll	6264	9314	40.21055334446014	45.92045454545455	0	Yes
xbr_2	xbr	0.5X	CarCor	8458	7120	54.294517909872894	62.541666666666664	0	Yes
xbr_3	xbr	0.01X	CarLac	0	309	0	-1	0.15865525393145705	No
xbr_3	xbr	0.01X	CarMyr	0	309	0	-1	0.15865525393145705	No
xbr_3	xbr	0.01X	CarOva	1	308	0.3236245954692557	-0.7142857142857143	0.23752526202697646	No
xbr_3	xbr	0.05X	CarLac	1	1444	0.06920415224913494	-1.1481481481481484	0.12545370524930652	No
xbr_3	xbr	0.025X	CarLac	1	741	0.13477088948787064	-1	0.15865525393145705	No
xbr_3	xbr	0.025X	CarOva	1	741	0.13477088948787064	-1	0.15865525393145705	No
xbr_3	xbr	0.01X	CarCat	2	307	0.6472491909385114	-0.4285714285714285	0.3341175708976247	No
xbr_3	xbr	0.01X	CarPalm	5	304	1.6181229773462782	0.42857142857142855	0.3341175708976247	No
xbr_3	xbr	0.05X	CarOva	5	1440	0.34602076124567477	-0.851851851851852	0.19714816153420767	No
xbr_3	xbr	0.01X	CarAqu	7	302	2.26537216828479	1.0000000000000002	0.158655253931457	No
xbr_3	xbr	0.05X	CarMyr	7	1438	0.4844290657439446	-0.7037037037037039	0.24080865667926232	No
xbr_3	xbr	0.05X	CarPalm	7	1438	0.4844290657439446	-0.7037037037037039	0.24080865667926232	No
xbr_3	xbr	0.1X	CarLac	8	2807	0.2841918294849023	-1.1956521739130435	0.11591616107060668	No
xbr_3	xbr	0.1X	CarOva	8	2807	0.2841918294849023	-1.1956521739130435	0.11591616107060668	No
xbr_3	xbr	0.025X	CarPalm	9	733	1.2129380053908356	-0.27272727272727276	0.3925314342737797	No
xbr_3	xbr	0.025X	CarMyr	10	732	1.3477088948787064	-0.1818181818181818	0.4278627076600358	No
xbr_3	xbr	0.025X	CarCat	14	728	1.8867924528301887	0.18181818181818168	0.42786270766003587	No
xbr_3	xbr	0.25X	CarLac	23	7347	0.31207598371777473	-1.1129032258064517	0.13287499724235916	No
xbr_3	xbr	0.25X	CarOva	23	7347	0.31207598371777473	-1.1129032258064517	0.13287499724235916	No
xbr_3	xbr	0.1X	CarPalm	23	2792	0.8170515097690942	-0.5434782608695652	0.29340027732629115	No
xbr_3	xbr	0.025X	CarAqu	24	718	3.234501347708895	1.0909090909090908	0.13765644326098125	No
xbr_3	xbr	0.05X	CarCat	26	1419	1.799307958477509	0.7037037037037038	0.24080865667926232	No
xbr_3	xbr	0.1X	CarMyr	26	2789	0.9236234458259326	-0.41304347826086946	0.3397873796574675	No
xbr_3	xbr	0.05X	CarAqu	32	1413	2.214532871972318	1.148148148148148	0.12545370524930663	No
xbr_3	xbr	0.5X	CarLac	34	13348	0.25407263488267823	-1	0.15865525393145705	No
xbr_3	xbr	0.5X	CarOva	34	13348	0.25407263488267823	-1	0.15865525393145705	No
xbr_3	xbr	0.1X	CarAqu	45	2770	1.5985790408525755	0.41304347826086946	0.3397873796574675	No
xbr_3	xbr	0.1X	CarCat	54	2761	1.9182948490230907	0.8043478260869565	0.21059806199789505	No
xbr_3	xbr	0.25X	CarPalm	55	7315	0.7462686567164178	-0.5967741935483871	0.2753290748717243	No
xbr_3	xbr	0.25X	CarMyr	63	7307	0.8548168249660787	-0.467741935483871	0.31998457411760384	No
xbr_3	xbr	0.5X	CarMyr	86	13296	0.6426543117620684	-0.6045627376425855	0.27273478585619165	No
xbr_3	xbr	0.5X	CarPalm	102	13280	0.7622179046480347	-0.48288973384030415	0.31458701577144943	No
xbr_3	xbr	0.25X	CarCat	121	7249	1.6417910447761193	0.467741935483871	0.31998457411760384	No
xbr_3	xbr	0.01X	CarIll	127	182	41.10032362459547	35.28571428571429	4.863195762874807e-273	Yes
xbr_3	xbr	0.25X	CarAqu	147	7223	1.9945725915875168	0.8870967741935484	0.1875134003291005	No
xbr_3	xbr	0.01X	CarCor	167	142	54.0453074433657	46.714285714285715	0	Yes
xbr_3	xbr	0.5X	CarCat	229	13153	1.7112539231803916	0.48288973384030415	0.31458701577144943	No
xbr_3	xbr	0.025X	CarIll	290	452	39.083557951482476	25.27272727272727	3.186433494880699e-141	Yes
xbr_3	xbr	0.5X	CarAqu	304	13078	2.271708264833358	1.0532319391634979	0.14611735178721344	No
xbr_3	xbr	0.025X	CarCor	393	349	52.96495956873315	34.63636363636363	3.583578991829565e-263	Yes
xbr_3	xbr	0.05X	CarIll	601	844	41.5916955017301	43.2962962962963	0	Yes
xbr_3	xbr	0.05X	CarCor	766	679	53.010380622837374	55.51851851851853	0	Yes
xbr_3	xbr	0.1X	CarIll	1160	1655	41.207815275310836	48.891304347826086	0	Yes
xbr_3	xbr	0.1X	CarCor	1491	1324	52.96625222024866	63.282608695652165	0	Yes
xbr_3	xbr	0.25X	CarIll	2974	4396	40.35278154681139	46.483870967741936	0	Yes
xbr_3	xbr	0.25X	CarCor	3964	3406	53.78561736770692	62.45161290322581	0	Yes
xbr_3	xbr	0.5X	CarIll	5458	7924	40.786130623225226	40.24714828897338	0	Yes
xbr_3	xbr	0.5X	CarCor	7135	6247	53.31788970258556	53	0	Yes
xbrl_1	xbrl	0.01X	CarPalm	1	216	0.4608294930875576	-1.6250000000000002	0.05208127941521953	No
xbrl_1	xbrl	0.01X	CarCor	2	215	0.9216589861751152	-1.375	0.08456572235133572	No
xbrl_1	xbrl	0.01X	CarAqu	5	212	2.3041474654377883	-0.6250000000000001	0.26598552904870054	No
xbrl_1	xbrl	0.01X	CarMyr	7	210	3.225806451612903	-0.12500000000000022	0.450261775169887	No
xbrl_1	xbrl	0.01X	CarOva	8	209	3.686635944700461	0.12499999999999983	0.4502617751698872	No
xbrl_1	xbrl	0.025X	CarCor	8	538	1.465201465201465	-1.2	0.11506967022170828	No
xbrl_1	xbrl	0.025X	CarPalm	9	537	1.6483516483516485	-1.0666666666666667	0.14306119219550906	No
xbrl_1	xbrl	0.025X	CarOva	10	536	1.8315018315018317	-0.9333333333333333	0.1753239448522295	No
xbrl_1	xbrl	0.01X	CarCat	11	206	5.0691244239631335	0.875	0.19078695285251063	No
xbrl_1	xbrl	0.01X	CarLac	12	205	5.529953917050691	1.125	0.13029451713680884	No
xbrl_1	xbrl	0.025X	CarMyr	13	533	2.380952380952381	-0.5333333333333334	0.2969014286038512	No
xbrl_1	xbrl	0.05X	CarCor	18	1147	1.5450643776824033	-1.6399999999999995	0.05050258347410377	No
xbrl_1	xbrl	0.025X	CarAqu	21	525	3.8461538461538463	0.5333333333333334	0.2969014286038512	No
xbrl_1	xbrl	0.05X	CarPalm	22	1143	1.888412017167382	-1.3199999999999998	0.09341750899347182	No
xbrl_1	xbrl	0.025X	CarCat	23	523	4.212454212454213	0.8000000000000002	0.2118553985833966	No
xbrl_1	xbrl	0.05X	CarMyr	30	1135	2.575107296137339	-0.68	0.24825223045357053	No
xbrl_1	xbrl	0.05X	CarAqu	38	1127	3.2618025751072963	-0.04000000000000027	0.48404656314716915	No
xbrl_1	xbrl	0.05X	CarCat	39	1126	3.347639484978541	0.039999999999999626	0.4840465631471694	No
xbrl_1	xbrl	0.1X	CarCor	39	2273	1.6868512110726646	-1.3793103448275863	0.08389954417773608	No
xbrl_1	xbrl	0.1X	CarPalm	41	2271	1.7733564013840832	-1.3103448275862069	0.09503960449887171	No
xbrl_1	xbrl	0.05X	CarOva	42	1123	3.6051502145922747	0.2799999999999993	0.3897387524442031	No
xbrl_1	xbrl	0.1X	CarMyr	59	2253	2.551903114186851	-0.6896551724137931	0.24520553128130487	No
xbrl_1	xbrl	0.025X	CarLac	60	486	10.989010989010989	5.733333333333333	4.9237914733822515e-9	Yes
xbrl_1	xbrl	0.1X	CarOva	64	2248	2.768166089965398	-0.5172413793103446	0.30249383483825176	No
xbrl_1	xbrl	0.25X	CarPalm	92	5299	1.7065479502875163	-1.5221238938053099	0.06398902002869841	No
xbrl_1	xbrl	0.25X	CarCor	94	5297	1.7436468187720273	-1.4867256637168145	0.06854364083916833	No
xbrl_1	xbrl	0.1X	CarAqu	94	2218	4.065743944636678	0.5172413793103452	0.3024938348382515	No
xbrl_1	xbrl	0.1X	CarCat	95	2217	4.108996539792387	0.5517241379310348	0.2905686848333	No
xbrl_1	xbrl	0.05X	CarLac	105	1060	9.012875536480687	5.319999999999998	5.188362601842493e-8	Yes
xbrl_1	xbrl	0.25X	CarMyr	149	5242	2.763865702096086	-0.5132743362831855	0.303879716675874	No
xbrl_1	xbrl	0.5X	CarCor	157	9508	1.6244180031039834	-1.5113122171945705	0.06535446134950332	No
xbrl_1	xbrl	0.25X	CarOva	160	5231	2.9679094787608977	-0.31858407079646	0.3750209670908995	No
xbrl_1	xbrl	0.01X	CarIll	171	46	78.80184331797236	40.875	0	Yes
xbrl_1	xbrl	0.5X	CarPalm	171	9494	1.7692705638903259	-1.384615384615385	0.08308505234143798	No
xbrl_1	xbrl	0.25X	CarAqu	196	5195	3.6356891114820997	0.31858407079646034	0.3750209670908994	No
xbrl_1	xbrl	0.25X	CarCat	200	5191	3.7098868484511223	0.3893805309734518	0.34849733596675814	No
xbrl_1	xbrl	0.1X	CarLac	227	2085	9.818339100346021	5.103448275862071	1.667598501877315e-7	Yes
xbrl_1	xbrl	0.5X	CarMyr	259	9406	2.679772374547336	-0.5882352941176473	0.2781871852134533	No
xbrl_1	xbrl	0.5X	CarOva	307	9358	3.176409725814796	-0.15384615384615388	0.438865520750858	No
xbrl_1	xbrl	0.5X	CarAqu	341	9324	3.5281945162959127	0.1538461538461533	0.4388655207508583	No
xbrl_1	xbrl	0.5X	CarCat	392	9273	4.055871702017589	0.615384615384615	0.26915037450936163	No
xbrl_1	xbrl	0.025X	CarIll	402	144	73.62637362637363	51.333333333333336	0	Yes
xbrl_1	xbrl	0.25X	CarLac	448	4943	8.310146540530514	4.778761061946904	8.8189322612047e-7	Yes
xbrl_1	xbrl	0.5X	CarLac	846	8819	8.75323331608898	4.723981900452489	1.156355045458879e-6	Yes
xbrl_1	xbrl	0.05X	CarIll	871	294	74.76394849785409	66.59999999999997	0	Yes
xbrl_1	xbrl	0.1X	CarIll	1693	619	73.22664359861591	55.65517241379312	0	Yes
xbrl_1	xbrl	0.25X	CarIll	4052	1339	75.16230754961974	68.56637168141594	0	Yes
xbrl_1	xbrl	0.5X	CarIll	7192	2473	74.41282979824108	62.15384615384617	0	Yes
xila_1	xila	0.01X	CarLac	1	453	0.22026431718061676	-1.2500000000000004	0.10564977366685518	No
xila_1	xila	0.025X	CarLac	2	1132	0.1763668430335097	-1.125	0.13029451713680884	No
xila_1	xila	0.01X	CarMyr	2	452	0.4405286343612335	-0.7500000000000002	0.22662735237686812	No
xila_1	xila	0.01X	CarOva	2	452	0.4405286343612335	-0.7500000000000002	0.22662735237686812	No
xila_1	xila	0.025X	CarOva	3	1131	0.26455026455026454	-0.875	0.19078695285251063	No
xila_1	xila	0.05X	CarOva	3	2425	0.12355848434925865	-1.608695652173913	0.053841453488561036	No
xila_1	xila	0.01X	CarPalm	3	451	0.6607929515418502	-0.2500000000000002	0.4012936743170762	No
xila_1	xila	0.025X	CarMyr	4	1130	0.3527336860670194	-0.625	0.26598552904870054	No
xila_1	xila	0.01X	CarCor	4	450	0.881057268722467	0.25	0.4012936743170763	No
xila_1	xila	0.025X	CarCor	6	1128	0.5291005291005291	-0.125	0.45026177516988714	No
xila_1	xila	0.01X	CarCat	6	448	1.3215859030837005	1.25	0.10564977366685524	No
xila_1	xila	0.025X	CarPalm	7	1127	0.6172839506172839	0.125	0.45026177516988714	No
xila_1	xila	0.1X	CarOva	9	4345	0.20670647680293983	-1.2692307692307692	0.10217938495690165	No
xila_1	xila	0.05X	CarLac	11	2417	0.4530477759472817	-0.9130434782608697	0.18060983760704194	No
xila_1	xila	0.1X	CarLac	12	4342	0.2756086357372531	-1.1538461538461537	0.1242816241085911	No
xila_1	xila	0.025X	CarCat	13	1121	1.1463844797178129	1.625	0.05208127941521956	No
xila_1	xila	0.05X	CarMyr	15	2413	0.6177924217462932	-0.565217391304348	0.2859629544688287	No
xila_1	xila	0.05X	CarPalm	15	2413	0.6177924217462932	-0.565217391304348	0.2859629544688287	No
xila_1	xila	0.25X	CarOva	17	10277	0.16514474451136585	-1.0483870967741935	0.147230148003452	No
xila_1	xila	0.01X	CarAqu	17	437	3.7444933920704844	6.75	7.392257778017823e-12	Yes
xila_1	xila	0.1X	CarMyr	20	4334	0.45934772622875514	-0.8461538461538461	0.19873346271129633	No
xila_1	xila	0.25X	CarLac	23	10271	0.22343112492714204	-0.9516129032258064	0.17064666759267763	No
xila_1	xila	0.5X	CarOva	28	18978	0.14732189834789014	-1.1218487394957983	0.13096337945049366	No
xila_1	xila	0.05X	CarCat	28	2400	1.1532125205930808	0.5652173913043477	0.2859629544688288	No
xila_1	xila	0.05X	CarCor	34	2394	1.400329489291598	1.08695652173913	0.13852801251631025	No
xila_1	xila	0.025X	CarAqu	36	1098	3.1746031746031744	7.375	8.217252607584339e-14	Yes
xila_1	xila	0.1X	CarPalm	38	4316	0.8727606798346348	-0.153846153846154	0.43886552075085794	No
xila_1	xila	0.1X	CarCor	46	4308	1.056499770326137	0.1538461538461537	0.4388655207508581	No
xila_1	xila	0.5X	CarLac	51	18955	0.26833631484794274	-0.9285714285714285	0.17655561725300278	No
xila_1	xila	0.25X	CarMyr	60	10234	0.5828638041577617	-0.35483870967741943	0.36135521340513843	No
xila_1	xila	0.25X	CarPalm	61	10233	0.5925782008937245	-0.33870967741935487	0.3674142248215748	No
xila_1	xila	0.1X	CarCat	62	4292	1.423977951309141	0.769230769230769	0.22087816371245977	No
xila_1	xila	0.05X	CarAqu	78	2350	3.2125205930807246	4.913043478260868	4.4836690616260516e-7	Yes
xila_1	xila	0.5X	CarMyr	84	18922	0.44196569504367045	-0.6512605042016807	0.25743916962912194	No
xila_1	xila	0.25X	CarCor	103	10191	1.0005828638041578	0.3387096774193547	0.36741422482157493	No
xila_1	xila	0.5X	CarPalm	120	18886	0.6313795643481006	-0.34873949579831937	0.3636424450848379	No
xila_1	xila	0.1X	CarAqu	148	4206	3.3991731740927884	4.076923076923077	2.281779086050886e-5	Yes
xila_1	xila	0.25X	CarCat	152	10142	1.4765883038663299	1.129032258064516	0.1294421129738073	No
xila_1	xila	0.5X	CarCor	203	18803	1.0680837630222035	0.3487394957983192	0.36364244508483795	No
xila_1	xila	0.5X	CarCat	289	18717	1.520572450805009	1.0714285714285714	0.14198838587545584	No
xila_1	xila	0.25X	CarAqu	337	9957	3.273751700019429	4.112903225806451	1.953571009049734e-5	Yes
xila_1	xila	0.01X	CarIll	419	35	92.29074889867842	207.75	0	Yes
xila_1	xila	0.5X	CarAqu	610	18396	3.2095127854361785	3.7689075630252105	8.198179509276525e-5	Yes
xila_1	xila	0.025X	CarIll	1063	71	93.7389770723104	264.125	0	Yes
xila_1	xila	0.05X	CarIll	2244	184	92.42174629324546	193.26086956521738	0	Yes
xila_1	xila	0.1X	CarIll	4019	335	92.30592558566835	152.96153846153842	0	Yes
xila_1	xila	0.25X	CarIll	9541	753	92.68505925782009	152.56451612903223	0	Yes
xila_1	xila	0.5X	CarIll	17621	1385	92.712827528149	146.718487394958	0	Yes
xila_2	xila	0.01X	CarLac	0	461	0	-2.333333333333333	0.00981532862864535	No
xila_2	xila	0.025X	CarOva	2	1218	0.16393442622950818	-1.4545454545454544	0.07289757047598805	No
xila_2	xila	0.01X	CarMyr	2	459	0.43383947939262474	-1	0.15865525393145705	No
xila_2	xila	0.01X	CarOva	2	459	0.43383947939262474	-1	0.15865525393145705	No
xila_2	xila	0.01X	CarCat	3	458	0.6507592190889371	-0.33333333333333354	0.36944134018176356	No
xila_2	xila	0.01X	CarCor	4	457	0.8676789587852495	0.33333333333333326	0.36944134018176367	No
xila_2	xila	0.01X	CarPalm	5	456	1.0845986984815619	0.9999999999999998	0.15865525393145716	No
xila_2	xila	0.05X	CarLac	6	2293	0.26098303610265333	-1.0384615384615385	0.14952761625368036	No
xila_2	xila	0.05X	CarOva	7	2292	0.3044802087864289	-0.9615384615384617	0.16814074823033867	No
xila_2	xila	0.025X	CarLac	7	1213	0.5737704918032787	-0.5454545454545455	0.29272046728446355	No
xila_2	xila	0.025X	CarMyr	8	1212	0.6557377049180327	-0.3636363636363637	0.35806478442778267	No
xila_2	xila	0.05X	CarMyr	9	2290	0.39147455415397997	-0.8076923076923078	0.20963386646019683	No
xila_2	xila	0.025X	CarPalm	9	1211	0.7377049180327869	-0.18181818181818185	0.42786270766003576	No
xila_2	xila	0.1X	CarOva	10	4564	0.21862702229995626	-1.1666666666666667	0.12167250457438122	No
xila_2	xila	0.025X	CarCor	11	1209	0.9016393442622952	0.18181818181818185	0.42786270766003576	No
xila_2	xila	0.25X	CarOva	14	10918	0.12806439809732895	-1.2692307692307692	0.10217938495690165	No
xila_2	xila	0.05X	CarCor	16	2283	0.6959547629404089	-0.26923076923076933	0.3938760518572383	No
xila_2	xila	0.1X	CarLac	18	4556	0.3935286401399213	-0.8333333333333334	0.20232838096364303	No
xila_2	xila	0.05X	CarPalm	23	2276	1.0004349717268377	0.26923076923076916	0.39387605185723834	No
xila_2	xila	0.1X	CarMyr	24	4550	0.524704853519895	-0.5833333333333333	0.27983446359970576	No
xila_2	xila	0.025X	CarCat	27	1193	2.2131147540983607	3.0909090909090904	9.977235862879126e-4	Yes
xila_2	xila	0.5X	CarOva	28	19828	0.14101531023368252	-1.1107142857142858	0.1333456755625631	No
xila_2	xila	0.01X	CarAqu	28	433	6.073752711496746	16.333333333333332	2.858669206683803e-60	Yes
xila_2	xila	0.1X	CarPalm	30	4544	0.6558810668998688	-0.3333333333333333	0.36944134018176367	No
xila_2	xila	0.025X	CarAqu	33	1187	2.7049180327868854	4.181818181818182	1.4459359551617171e-5	Yes
